45,HJ-3824,,,"Thin-Jam Hex Nut 6",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
46,HJ-5161,,,"Thin-Jam Hex Nut 3",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
47,HJ-5162,,,"Thin-Jam Hex Nut 4",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
48,HJ-5811,,,"Thin-Jam Hex Nut 13",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
49,HJ-5818,,,"Thin-Jam Hex Nut 14",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
50,HJ-7161,,,"Thin-Jam Hex Nut 7",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
51,HJ-7162,,,"Thin-Jam Hex Nut 8",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
52,HJ-9080,,,"Thin-Jam Hex Nut 12",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
53,HJ-9161,,,"Thin-Jam Hex Nut 11",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
54,HN-1024,,,"Hex Nut 5",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
55,HN-1032,,,"Hex Nut 6",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
56,HN-1213,,,"Hex Nut 16",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
57,HN-1220,,,"Hex Nut 17",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
58,HN-1224,,,"Hex Nut 7",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
59,HN-1420,,,"Hex Nut 8",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
60,HN-1428,,,"Hex Nut 9",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
61,HN-3410,,,"Hex Nut 22",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
62,HN-3416,,,"Hex Nut 23",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
63,HN-3816,,,"Hex Nut 12",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
64,HN-3824,,,"Hex Nut 13",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
65,HN-4402,,,"Hex Nut 1",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
66,HN-5161,,,"Hex Nut 10",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
67,HN-5162,,,"Hex Nut 11",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
68,HN-5400,,,"Hex Nut 2",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
69,HN-5811,,,"Hex Nut 20",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
70,HN-5818,,,"Hex Nut 21",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
71,HN-6320,,,"Hex Nut 3",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
72,HN-7161,,,"Hex Nut 14",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
73,HN-7162,,,"Hex Nut 15",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
74,HN-8320,,,"Hex Nut 4",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
75,HN-9161,,,"Hex Nut 18",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
76,HN-9168,,,"Hex Nut 19",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
77,HT-2981,,,"Handlebar Tube",,0,NA,800,600,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
78,HT-8019,,,"Head Tube",,0,NA,800,600,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
79,HU-6280,,,"LL Hub",,0,NA,500,375,,,NA,,1,,,L ,,"","",2002-06-01 00:00:00.000,,Current
80,HU-8998,,,"HL Hub",,0,NA,500,375,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
81,KW-4091,,,"Keyed Washer",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
82,LE-1000,,,"External Lock Washer 3",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
83,LE-1200,,,"External Lock Washer 4",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
84,LE-1201,,,"External Lock Washer 9",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
85,LE-1400,,,"External Lock Washer 5",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
86,LE-3800,,,"External Lock Washer 7",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
87,LE-5160,,,"External Lock Washer 6",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
88,LE-6000,,,"External Lock Washer 1",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
89,LE-7160,,,"External Lock Washer 8",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
90,LE-8000,,,"External Lock Washer 2",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
91,LI-1000,,,"Internal Lock Washer 3",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
92,LI-1200,,,"Internal Lock Washer 4",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
93,LI-1201,,,"Internal Lock Washer 9",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
94,LI-1400,,,"Internal Lock Washer 5",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
95,LI-3800,,,"Internal Lock Washer 7",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
96,LI-5160,,,"Internal Lock Washer 6",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
97,LI-5800,,,"Internal Lock Washer 10",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
98,LI-6000,,,"Internal Lock Washer 1",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
99,LI-7160,,,"Internal Lock Washer 8",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
100,LI-8000,,,"Internal Lock Washer 2",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
101,LJ-1213,,,"Thin-Jam Lock Nut 9",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
102,LJ-1220,,,"Thin-Jam Lock Nut 10",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
103,LJ-1420,,,"Thin-Jam Lock Nut 1",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
104,LJ-1428,,,"Thin-Jam Lock Nut 2",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
105,LJ-3410,,,"Thin-Jam Lock Nut 15",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
106,LJ-3416,,,"Thin-Jam Lock Nut 16",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
107,LJ-3816,,,"Thin-Jam Lock Nut 5",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
108,LJ-3824,,,"Thin-Jam Lock Nut 6",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
109,LJ-5161,,,"Thin-Jam Lock Nut 3",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
110,LJ-5162,,,"Thin-Jam Lock Nut 4",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
111,LJ-5811,,,"Thin-Jam Lock Nut 13",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
112,LJ-5818,,,"Thin-Jam Lock Nut 14",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
113,LJ-7161,,,"Thin-Jam Lock Nut 7",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
114,LJ-7162,,,"Thin-Jam Lock Nut 8",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
115,LJ-9080,,,"Thin-Jam Lock Nut 12",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
116,LJ-9161,,,"Thin-Jam Lock Nut 11",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
117,LN-1024,,,"Lock Nut 5",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
118,LN-1032,,,"Lock Nut 6",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
119,LN-1213,,,"Lock Nut 16",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
120,LN-1220,,,"Lock Nut 17",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
121,LN-1224,,,"Lock Nut 7",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
122,LN-1420,,,"Lock Nut 8",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
123,LN-1428,,,"Lock Nut 9",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
124,LN-3410,,,"Lock Nut 22",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
125,LN-3416,,,"Lock Nut 23",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
126,LN-3816,,,"Lock Nut 12",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
127,LN-3824,,,"Lock Nut 13",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
128,LN-4400,,,"Lock Nut 1",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
129,LN-5161,,,"Lock Nut 10",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
130,LN-5162,,,"Lock Nut 11",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
131,LN-5400,,,"Lock Nut 2",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
132,LN-5811,,,"Lock Nut 20",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
133,LN-5818,,,"Lock Nut 21",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
134,LN-6320,,,"Lock Nut 3",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
135,LN-7161,,,"Lock Nut 14",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
136,LN-7162,,,"Lock Nut 15",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
137,LN-8320,,,"Lock Nut 4",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
138,LN-9080,,,"Lock Nut 19",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
139,LN-9161,,,"Lock Nut 18",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
140,LR-2398,,,"Lock Ring",,0,Silver,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
141,LR-8520,,,"Lower Head Race",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
142,LW-1000,,,"Lock Washer 4",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
143,LW-1200,,,"Lock Washer 5",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
144,LW-1201,,,"Lock Washer 10",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
145,LW-1400,,,"Lock Washer 6",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
146,LW-3400,,,"Lock Washer 13",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
147,LW-3800,,,"Lock Washer 8",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
148,LW-4000,,,"Lock Washer 1",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
149,LW-5160,,,"Lock Washer 7",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
150,LW-5800,,,"Lock Washer 12",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
151,LW-6000,,,"Lock Washer 2",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
152,LW-7160,,,"Lock Washer 9",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
153,LW-8000,,,"Lock Washer 3",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
154,LW-9160,,,"Lock Washer 11",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
155,MA-7075,,,"Metal Angle",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
156,MB-2024,,,"Metal Bar 1",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
157,MB-6061,,,"Metal Bar 2",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
158,MP-2066,,,"Metal Plate 2",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
159,MP-2503,,,"Metal Plate 1",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
160,MP-4960,,,"Metal Plate 3",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
161,MS-0253,,,"Metal Sheet 2",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
162,MS-1256,,,"Metal Sheet 3",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
163,MS-1981,,,"Metal Sheet 7",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
164,MS-2259,,,"Metal Sheet 4",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
165,MS-2341,,,"Metal Sheet 5",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
166,MS-2348,,,"Metal Sheet 6",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
167,MS-6061,,,"Metal Sheet 1",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
168,MT-1000,,,"Metal Tread Plate",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
169,NI-4127,,,"LL Nipple",,0,NA,1000,750,,,NA,,0,,,L ,,"","",2002-06-01 00:00:00.000,,Current
170,NI-9522,,,"HL Nipple",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
171,PA-187B,,,"Paint - Black",,0,NA,60,45,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
172,PA-361R,,,"Paint - Red",,0,NA,60,45,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
173,PA-529S,,,"Paint - Silver",,0,NA,60,45,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
174,PA-632U,,,"Paint - Blue",,0,NA,60,45,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
175,PA-823Y,,,"Paint - Yellow",,0,NA,60,45,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
176,PB-6109,,,"Pinch Bolt",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
177,RA-2345,,,"Cup-Shaped Race",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
178,RA-7490,,,"Cone-Shaped Race",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
179,RF-9198,,,"Reflector",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
180,RM-M464,G  ,,"LL Mountain Rim",,0,NA,800,600,,,NA,435.0,0,,,L ,,"","",2002-06-01 00:00:00.000,,Current
181,RM-M692,G  ,,"ML Mountain Rim",,0,NA,800,600,,,NA,450.0,0,,,M ,,"","",2002-06-01 00:00:00.000,,Current
182,RM-M823,G  ,,"HL Mountain Rim",,0,NA,800,600,,,NA,400.0,0,,,,,"","",2002-06-01 00:00:00.000,,Current
183,RM-R436,G  ,,"LL Road Rim",,0,NA,800,600,,,NA,445.0,0,,,L ,,"","",2002-06-01 00:00:00.000,,Current
184,RM-R600,G  ,,"ML Road Rim",,0,NA,800,600,,,NA,450.0,0,,,M ,,"","",2002-06-01 00:00:00.000,,Current
185,RM-R800,G  ,,"HL Road Rim",,0,NA,800,600,,,NA,400.0,0,,,,,"","",2002-06-01 00:00:00.000,,Current
186,RM-T801,G  ,,"Touring Rim",,0,NA,800,600,,,NA,460.0,0,,,,,"","",2002-06-01 00:00:00.000,,Current
187,SA-M198,,,"LL Mountain Seat Assembly",,0,NA,500,375,,,NA,,1,,,L ,,"","",2002-06-01 00:00:00.000,,Current
188,SA-M237,,,"ML Mountain Seat Assembly",,0,NA,500,375,,,NA,,1,,,M ,,"","",2002-06-01 00:00:00.000,,Current
189,SA-M687,,,"HL Mountain Seat Assembly",,0,NA,500,375,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
190,SA-R127,,,"LL Road Seat Assembly",,0,NA,500,375,,,NA,,1,,,L ,,"","",2002-06-01 00:00:00.000,,Current
191,SA-R430,,,"ML Road Seat Assembly",,0,NA,500,375,,,NA,,1,,,M ,,"","",2002-06-01 00:00:00.000,,Current
192,SA-R522,,,"HL Road Seat Assembly",,0,NA,500,375,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
193,SA-T467,,,"LL Touring Seat Assembly",,0,NA,500,375,,,NA,,1,,,L ,,"","",2002-06-01 00:00:00.000,,Current
194,SA-T612,,,"ML Touring Seat Assembly",,0,NA,500,375,,,NA,,1,,,M ,,"","",2002-06-01 00:00:00.000,,Current
195,SA-T872,,,"HL Touring Seat Assembly",,0,NA,500,375,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
196,SD-2342,,,"LL Spindle/Axle",,0,NA,500,375,,,NA,,0,,,L ,,"","",2002-06-01 00:00:00.000,,Current
197,SD-9872,,,"HL Spindle/Axle",,0,NA,500,375,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
198,SH-4562,,,"LL Shell",,0,NA,800,600,,,NA,,0,,,L ,,"","",2002-06-01 00:00:00.000,,Current
199,SH-9312,,,"HL Shell",,0,NA,800,600,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
200,SK-9283,,,"Spokes",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
201,SL-0931,,,"Seat Lug",,0,NA,1000,750,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
202,SM-9087,,,"Stem",,0,NA,500,375,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
203,SP-2981,,,"Seat Post",,0,NA,500,375,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
204,SR-2098,,,"Steerer",,0,NA,500,375,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
205,SS-2985,,,"Seat Stays",,0,NA,800,600,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
206,ST-9828,,,"Seat Tube",,0,NA,500,375,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
207,TO-2301,,,"Top Tube",,0,NA,500,375,,,NA,,1,,,,,"","",2002-06-01 00:00:00.000,,Current
208,TP-0923,,,"Tension Pulley",,0,NA,800,600,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
209,RC-0291,,,"Rear Derailleur Cage",,0,Silver,500,375,,,NA,,0,,,,,"","",2002-06-01 00:00:00.000,,Current
